#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NSSDC
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     OMNI (1AU IP Data)>Merged 1 Hour Interplantary OMNI data
#     DATA_TYPE                       H0>Definitive Hourly
#     DESCRIPTOR                      IMF, Plasma, Indices, Energetic Proton Flux
#     DATA_VERSION                    1
#     TITLE                           Near-Earth Heliosphere Data (OMNI)
#     TEXT                            Hourly averaged definitive multispacecraft interplanetary parameters data
#                                     OMNI Data Documentation: https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     Additional data access options available at  SPDF's OMNIWeb Service: https://omniweb.gsfc.nasa.gov/ow.h
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data http://cohoweb.gsfc.nasa.gov/           
#                                     Recent OMNI 1-HR Updates News: https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     MODS                            created August 2003;
#                                     conversion to ISTP/IACG CDFs via SKTEditor Feb 2000
#                                     Time tags in CDAWeb version were modified in March 2005 to use the
#                                     CDAWeb convention of having mid-average time tags rather than OMNI's
#                                     original convention of start-of-average time tags.
#     LOGICAL_FILE_ID                 omni2_h0_mrg1hr_00000000_v01
#     PI_NAME                         J.H. King, N. Papitashvili
#     PI_AFFILIATION                  ADNET, NASA GSFC
#     GENERATION_DATE                 Ongoing
#     ACKNOWLEDGEMENT                 NSSDC
#     ADID_REF                        NSSD0110
#     RULES_OF_USE                    Public
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#                                     Magnetic Fields (space)
#                                     Particles (space)
#                                     Electric Fields (space)
#                                     Activity Indices
#     GENERATED_BY                    King/Papitashvili
#     TIME_RESOLUTION                 1 hour
#     LOGICAL_SOURCE                  omni2_h0_mrg1hr
#     LOGICAL_SOURCE_DESCRIPTION      OMNI Combined, Definitive, Hourly IMF and Plasma Data, and Energetic Proton                            
#     LOGICAL_SOURCE_DESCRIPTION       Fluxes, Time-Shifted to the Nose of the Earth's Bow Shock, plus Solar and Magnetic                    
#                                      Indices                                                                                               
#     LINK_TITLE                      OMNI Data documentation
#                                     SPDF's OMNIWeb Service
#                                     COHOWeb-formatted OMNI_M merged magnetic field and plasma data
#                                     Release Notes
#     HTTP_LINK                       https://omniweb.gsfc.nasa.gov/html/ow_data.html
#                                     https://omniweb.gsfc.nasa.gov/ow.html
#                                     http://cohoweb.gsfc.nasa.gov/
#                                     https://omniweb.gsfc.nasa.gov/html/ow_news.html
#     ALT_LOGICAL_SOURCE              Combined_OMNI_1AU-MagneticField-Plasma-Particles_mrg1hr_1hour_cdf
#     MISSION_GROUP                   OMNI (Combined 1AU IP Data; Magnetic and Solar Indices)
#                                     ACE
#                                     Wind
#                                     IMP (All)
#                                     !___Interplanetary Data near 1 AU
#     SPASE_DATASETRESOURCEID         spase://VMO/NumericalData/OMNI/PT1H
#     CDFMAJOR                        ROW_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time_at_center_of_hour
#  2. Dst - 1-hour Dst index (1963/001-2014/366), Provisional Dst (2015/001-2016/366), Quick-look Dst (2017/001-2018/151), from WDC Kyoto
#
TIME_AT_CENTER_OF_HOUR  1-H_DST
05-05-2007 05:30:00.000      -4
05-05-2007 06:30:00.000      -7
05-05-2007 07:30:00.000      -6
05-05-2007 08:30:00.000      -4
05-05-2007 09:30:00.000      -2
05-05-2007 10:30:00.000      -1
05-05-2007 11:30:00.000       0
05-05-2007 12:30:00.000      -2
05-05-2007 13:30:00.000      -4
05-05-2007 14:30:00.000      -7
05-05-2007 15:30:00.000      -8
05-05-2007 16:30:00.000      -8
05-05-2007 17:30:00.000      -6
05-05-2007 18:30:00.000      -6
05-05-2007 19:30:00.000      -4
05-05-2007 20:30:00.000      -4
05-05-2007 21:30:00.000      -5
05-05-2007 22:30:00.000      -6
05-05-2007 23:30:00.000      -6
06-05-2007 00:30:00.000      -8
06-05-2007 01:30:00.000      -6
06-05-2007 02:30:00.000      -3
06-05-2007 03:30:00.000      -1
06-05-2007 04:30:00.000       0
06-05-2007 05:30:00.000       1
06-05-2007 06:30:00.000       0
06-05-2007 07:30:00.000       0
06-05-2007 08:30:00.000      -1
06-05-2007 09:30:00.000      -1
06-05-2007 10:30:00.000       1
06-05-2007 11:30:00.000       1
06-05-2007 12:30:00.000       1
06-05-2007 13:30:00.000       3
06-05-2007 14:30:00.000       6
06-05-2007 15:30:00.000       9
06-05-2007 16:30:00.000      10
06-05-2007 17:30:00.000      11
06-05-2007 18:30:00.000      12
06-05-2007 19:30:00.000      12
06-05-2007 20:30:00.000      10
06-05-2007 21:30:00.000      11
06-05-2007 22:30:00.000      11
06-05-2007 23:30:00.000       8
07-05-2007 00:30:00.000       7
07-05-2007 01:30:00.000       3
07-05-2007 02:30:00.000      -2
07-05-2007 03:30:00.000      -6
07-05-2007 04:30:00.000      -3
07-05-2007 05:30:00.000       1
07-05-2007 06:30:00.000       4
07-05-2007 07:30:00.000      -1
07-05-2007 08:30:00.000       8
07-05-2007 09:30:00.000      20
07-05-2007 10:30:00.000      27
07-05-2007 11:30:00.000      31
07-05-2007 12:30:00.000      15
07-05-2007 13:30:00.000      13
07-05-2007 14:30:00.000       8
07-05-2007 15:30:00.000      -7
07-05-2007 16:30:00.000     -22
07-05-2007 17:30:00.000     -27
07-05-2007 18:30:00.000     -21
07-05-2007 19:30:00.000     -17
07-05-2007 20:30:00.000     -15
07-05-2007 21:30:00.000     -29
07-05-2007 22:30:00.000     -35
07-05-2007 23:30:00.000     -27
08-05-2007 00:30:00.000     -21
08-05-2007 01:30:00.000     -16
08-05-2007 02:30:00.000     -16
08-05-2007 03:30:00.000     -20
08-05-2007 04:30:00.000     -22
08-05-2007 05:30:00.000     -18
08-05-2007 06:30:00.000     -16
08-05-2007 07:30:00.000     -17
08-05-2007 08:30:00.000     -12
08-05-2007 09:30:00.000     -10
08-05-2007 10:30:00.000      -9
08-05-2007 11:30:00.000      -9
08-05-2007 12:30:00.000      -8
08-05-2007 13:30:00.000     -11
08-05-2007 14:30:00.000      -7
08-05-2007 15:30:00.000      -5
08-05-2007 16:30:00.000      -6
08-05-2007 17:30:00.000     -13
08-05-2007 18:30:00.000     -18
08-05-2007 19:30:00.000     -18
08-05-2007 20:30:00.000     -13
08-05-2007 21:30:00.000     -11
08-05-2007 22:30:00.000     -10
08-05-2007 23:30:00.000      -9
09-05-2007 00:30:00.000      -8
09-05-2007 01:30:00.000      -9
09-05-2007 02:30:00.000      -9
09-05-2007 03:30:00.000     -10
09-05-2007 04:30:00.000     -10
09-05-2007 05:30:00.000      -7
09-05-2007 06:30:00.000      -5
09-05-2007 07:30:00.000      -5
09-05-2007 08:30:00.000      -7
09-05-2007 09:30:00.000      -7
09-05-2007 10:30:00.000      -4
09-05-2007 11:30:00.000      -3
09-05-2007 12:30:00.000      -6
09-05-2007 13:30:00.000      -8
09-05-2007 14:30:00.000      -9
09-05-2007 15:30:00.000      -9
09-05-2007 16:30:00.000     -11
09-05-2007 17:30:00.000     -14
09-05-2007 18:30:00.000     -14
09-05-2007 19:30:00.000     -13
09-05-2007 20:30:00.000     -14
09-05-2007 21:30:00.000     -11
09-05-2007 22:30:00.000     -10
09-05-2007 23:30:00.000      -9
10-05-2007 00:30:00.000      -9
10-05-2007 01:30:00.000     -12
10-05-2007 02:30:00.000     -11
10-05-2007 03:30:00.000      -9
10-05-2007 04:30:00.000      -9
10-05-2007 05:30:00.000      -8
10-05-2007 06:30:00.000      -7
10-05-2007 07:30:00.000      -6
10-05-2007 08:30:00.000      -4
10-05-2007 09:30:00.000      -2
10-05-2007 10:30:00.000      -2
10-05-2007 11:30:00.000      -2
10-05-2007 12:30:00.000      -4
10-05-2007 13:30:00.000      -6
10-05-2007 14:30:00.000      -9
10-05-2007 15:30:00.000      -8
10-05-2007 16:30:00.000      -6
10-05-2007 17:30:00.000      -9
10-05-2007 18:30:00.000     -10
10-05-2007 19:30:00.000      -7
10-05-2007 20:30:00.000      -7
10-05-2007 21:30:00.000      -8
10-05-2007 22:30:00.000     -10
10-05-2007 23:30:00.000      -6
11-05-2007 00:30:00.000      -1
11-05-2007 01:30:00.000       1
11-05-2007 02:30:00.000       2
11-05-2007 03:30:00.000       3
11-05-2007 04:30:00.000       2
11-05-2007 05:30:00.000       1
11-05-2007 06:30:00.000       2
11-05-2007 07:30:00.000       2
11-05-2007 08:30:00.000       2
11-05-2007 09:30:00.000       2
11-05-2007 10:30:00.000       2
11-05-2007 11:30:00.000       0
11-05-2007 12:30:00.000      -2
11-05-2007 13:30:00.000      -5
11-05-2007 14:30:00.000      -8
11-05-2007 15:30:00.000      -8
11-05-2007 16:30:00.000     -10
11-05-2007 17:30:00.000      -9
11-05-2007 18:30:00.000      -9
11-05-2007 19:30:00.000      -7
11-05-2007 20:30:00.000      -4
11-05-2007 21:30:00.000      -2
11-05-2007 22:30:00.000      -1
11-05-2007 23:30:00.000      -1
12-05-2007 00:30:00.000       0
12-05-2007 01:30:00.000      -1
12-05-2007 02:30:00.000      -3
12-05-2007 03:30:00.000      -4
12-05-2007 04:30:00.000      -2
12-05-2007 05:30:00.000       1
12-05-2007 06:30:00.000       1
12-05-2007 07:30:00.000       3
12-05-2007 08:30:00.000       5
12-05-2007 09:30:00.000       5
12-05-2007 10:30:00.000       5
12-05-2007 11:30:00.000       7
12-05-2007 12:30:00.000       5
12-05-2007 13:30:00.000       3
12-05-2007 14:30:00.000       2
12-05-2007 15:30:00.000       0
12-05-2007 16:30:00.000      -1
12-05-2007 17:30:00.000       0
12-05-2007 18:30:00.000       1
12-05-2007 19:30:00.000       1
12-05-2007 20:30:00.000       1
12-05-2007 21:30:00.000       0
12-05-2007 22:30:00.000       0
12-05-2007 23:30:00.000       2
13-05-2007 00:30:00.000       4
13-05-2007 01:30:00.000       4
13-05-2007 02:30:00.000       3
13-05-2007 03:30:00.000       0
13-05-2007 04:30:00.000      -1
13-05-2007 05:30:00.000      -3
13-05-2007 06:30:00.000      -4
13-05-2007 07:30:00.000      -4
13-05-2007 08:30:00.000      -4
13-05-2007 09:30:00.000      -5
13-05-2007 10:30:00.000      -4
13-05-2007 11:30:00.000      -2
13-05-2007 12:30:00.000       0
13-05-2007 13:30:00.000       0
13-05-2007 14:30:00.000      -1
13-05-2007 15:30:00.000      -1
13-05-2007 16:30:00.000      -1
13-05-2007 17:30:00.000      -1
13-05-2007 18:30:00.000      -2
13-05-2007 19:30:00.000      -1
13-05-2007 20:30:00.000       0
13-05-2007 21:30:00.000       1
13-05-2007 22:30:00.000       4
13-05-2007 23:30:00.000       6
14-05-2007 00:30:00.000       6
14-05-2007 01:30:00.000       6
14-05-2007 02:30:00.000       5
14-05-2007 03:30:00.000       4
14-05-2007 04:30:00.000       3
14-05-2007 05:30:00.000       3
14-05-2007 06:30:00.000       3
14-05-2007 07:30:00.000       6
14-05-2007 08:30:00.000       8
14-05-2007 09:30:00.000      10
14-05-2007 10:30:00.000      11
14-05-2007 11:30:00.000       8
14-05-2007 12:30:00.000       5
14-05-2007 13:30:00.000       4
14-05-2007 14:30:00.000       3
14-05-2007 15:30:00.000       4
14-05-2007 16:30:00.000       3
14-05-2007 17:30:00.000       1
14-05-2007 18:30:00.000      -3
14-05-2007 19:30:00.000      -3
14-05-2007 20:30:00.000      -2
14-05-2007 21:30:00.000      -1
14-05-2007 22:30:00.000       3
14-05-2007 23:30:00.000       6
15-05-2007 00:30:00.000       5
15-05-2007 01:30:00.000       7
15-05-2007 02:30:00.000       9
15-05-2007 03:30:00.000      10
15-05-2007 04:30:00.000      11
15-05-2007 05:30:00.000      10
15-05-2007 06:30:00.000       9
15-05-2007 07:30:00.000       8
15-05-2007 08:30:00.000      10
15-05-2007 09:30:00.000      12
15-05-2007 10:30:00.000      12
15-05-2007 11:30:00.000       9
15-05-2007 12:30:00.000       0
15-05-2007 13:30:00.000      -5
15-05-2007 14:30:00.000      -7
15-05-2007 15:30:00.000      -5
15-05-2007 16:30:00.000      -2
15-05-2007 17:30:00.000      -1
15-05-2007 18:30:00.000      -3
15-05-2007 19:30:00.000      -6
15-05-2007 20:30:00.000      -8
15-05-2007 21:30:00.000      -5
15-05-2007 22:30:00.000      -1
15-05-2007 23:30:00.000       2
16-05-2007 00:30:00.000       4
16-05-2007 01:30:00.000       6
16-05-2007 02:30:00.000       7
16-05-2007 03:30:00.000       7
16-05-2007 04:30:00.000       7
16-05-2007 05:30:00.000       4
16-05-2007 06:30:00.000       5
16-05-2007 07:30:00.000       6
16-05-2007 08:30:00.000       7
16-05-2007 09:30:00.000       6
16-05-2007 10:30:00.000       6
16-05-2007 11:30:00.000       5
16-05-2007 12:30:00.000       3
16-05-2007 13:30:00.000       1
16-05-2007 14:30:00.000      -2
16-05-2007 15:30:00.000      -1
16-05-2007 16:30:00.000       0
16-05-2007 17:30:00.000      -1
16-05-2007 18:30:00.000      -1
16-05-2007 19:30:00.000      -1
16-05-2007 20:30:00.000      -2
16-05-2007 21:30:00.000      -5
16-05-2007 22:30:00.000      -4
16-05-2007 23:30:00.000      -3
17-05-2007 00:30:00.000      -1
17-05-2007 01:30:00.000      -1
17-05-2007 02:30:00.000       0
17-05-2007 03:30:00.000       0
17-05-2007 04:30:00.000      -2
17-05-2007 05:30:00.000      -3
17-05-2007 06:30:00.000      -3
17-05-2007 07:30:00.000       0
17-05-2007 08:30:00.000       3
17-05-2007 09:30:00.000       4
17-05-2007 10:30:00.000       2
17-05-2007 11:30:00.000       1
17-05-2007 12:30:00.000       0
17-05-2007 13:30:00.000      -5
17-05-2007 14:30:00.000      -7
17-05-2007 15:30:00.000      -6
17-05-2007 16:30:00.000      -5
17-05-2007 17:30:00.000      -8
17-05-2007 18:30:00.000     -10
17-05-2007 19:30:00.000     -12
17-05-2007 20:30:00.000     -10
17-05-2007 21:30:00.000      -9
17-05-2007 22:30:00.000     -14
17-05-2007 23:30:00.000     -24
18-05-2007 00:30:00.000     -24
18-05-2007 01:30:00.000     -19
18-05-2007 02:30:00.000     -12
18-05-2007 03:30:00.000      -7
18-05-2007 04:30:00.000       0
18-05-2007 05:30:00.000       6
18-05-2007 06:30:00.000      14
18-05-2007 07:30:00.000       6
18-05-2007 08:30:00.000       2
18-05-2007 09:30:00.000       2
18-05-2007 10:30:00.000       4
18-05-2007 11:30:00.000       8
18-05-2007 12:30:00.000       7
18-05-2007 13:30:00.000       3
18-05-2007 14:30:00.000      -2
18-05-2007 15:30:00.000      -1
18-05-2007 16:30:00.000      -4
18-05-2007 17:30:00.000      -1
18-05-2007 18:30:00.000       2
18-05-2007 19:30:00.000       0
18-05-2007 20:30:00.000       0
18-05-2007 21:30:00.000      -5
18-05-2007 22:30:00.000      -6
18-05-2007 23:30:00.000      -4
19-05-2007 00:30:00.000      -3
19-05-2007 01:30:00.000      -2
19-05-2007 02:30:00.000      -1
19-05-2007 03:30:00.000      -5
19-05-2007 04:30:00.000      -7
19-05-2007 05:30:00.000      -5
19-05-2007 06:30:00.000      -5
19-05-2007 07:30:00.000      -6
19-05-2007 08:30:00.000      -4
19-05-2007 09:30:00.000      -1
19-05-2007 10:30:00.000      -2
19-05-2007 11:30:00.000       2
19-05-2007 12:30:00.000       1
19-05-2007 13:30:00.000      -5
19-05-2007 14:30:00.000      -5
19-05-2007 15:30:00.000      -6
19-05-2007 16:30:00.000     -10
19-05-2007 17:30:00.000      -9
19-05-2007 18:30:00.000      -4
19-05-2007 19:30:00.000      -5
19-05-2007 20:30:00.000      -2
19-05-2007 21:30:00.000       2
19-05-2007 22:30:00.000       2
19-05-2007 23:30:00.000       0
20-05-2007 00:30:00.000      -3
20-05-2007 01:30:00.000      -3
20-05-2007 02:30:00.000      -5
20-05-2007 03:30:00.000      -7
20-05-2007 04:30:00.000      -6
20-05-2007 05:30:00.000      -3
20-05-2007 06:30:00.000      -4
20-05-2007 07:30:00.000      -3
20-05-2007 08:30:00.000       0
20-05-2007 09:30:00.000       2
20-05-2007 10:30:00.000      -2
20-05-2007 11:30:00.000      -3
20-05-2007 12:30:00.000      -4
20-05-2007 13:30:00.000      -4
20-05-2007 14:30:00.000      -5
20-05-2007 15:30:00.000      -6
20-05-2007 16:30:00.000      -6
20-05-2007 17:30:00.000      -6
20-05-2007 18:30:00.000      -7
20-05-2007 19:30:00.000      -6
20-05-2007 20:30:00.000      -6
20-05-2007 21:30:00.000      -9
20-05-2007 22:30:00.000     -10
20-05-2007 23:30:00.000     -11
21-05-2007 00:30:00.000      -9
21-05-2007 01:30:00.000     -11
21-05-2007 02:30:00.000      -9
21-05-2007 03:30:00.000     -10
21-05-2007 04:30:00.000      -7
21-05-2007 05:30:00.000      -6
21-05-2007 06:30:00.000      -5
21-05-2007 07:30:00.000      -2
21-05-2007 08:30:00.000       2
21-05-2007 09:30:00.000       4
21-05-2007 10:30:00.000       5
21-05-2007 11:30:00.000       4
21-05-2007 12:30:00.000       5
21-05-2007 13:30:00.000       7
21-05-2007 14:30:00.000      12
21-05-2007 15:30:00.000      13
21-05-2007 16:30:00.000      13
21-05-2007 17:30:00.000      15
21-05-2007 18:30:00.000      15
21-05-2007 19:30:00.000      12
21-05-2007 20:30:00.000      16
21-05-2007 21:30:00.000      15
21-05-2007 22:30:00.000      11
21-05-2007 23:30:00.000       0
22-05-2007 00:30:00.000      -2
22-05-2007 01:30:00.000       2
22-05-2007 02:30:00.000       5
22-05-2007 03:30:00.000       7
22-05-2007 04:30:00.000       7
22-05-2007 05:30:00.000      10
22-05-2007 06:30:00.000      15
22-05-2007 07:30:00.000      19
22-05-2007 08:30:00.000      25
22-05-2007 09:30:00.000      26
22-05-2007 10:30:00.000      24
22-05-2007 11:30:00.000      20
22-05-2007 12:30:00.000      13
22-05-2007 13:30:00.000       9
22-05-2007 14:30:00.000      10
22-05-2007 15:30:00.000      13
22-05-2007 16:30:00.000      16
22-05-2007 17:30:00.000       8
22-05-2007 18:30:00.000      -3
22-05-2007 19:30:00.000      -8
22-05-2007 20:30:00.000     -15
22-05-2007 21:30:00.000     -18
22-05-2007 22:30:00.000     -23
22-05-2007 23:30:00.000     -23
23-05-2007 00:30:00.000     -10
23-05-2007 01:30:00.000      -9
23-05-2007 02:30:00.000     -11
23-05-2007 03:30:00.000     -13
23-05-2007 04:30:00.000      -9
23-05-2007 05:30:00.000     -12
23-05-2007 06:30:00.000     -15
23-05-2007 07:30:00.000     -10
23-05-2007 08:30:00.000     -17
23-05-2007 09:30:00.000     -33
23-05-2007 10:30:00.000     -32
23-05-2007 11:30:00.000     -37
23-05-2007 12:30:00.000     -54
23-05-2007 13:30:00.000     -58
23-05-2007 14:30:00.000     -54
23-05-2007 15:30:00.000     -43
23-05-2007 16:30:00.000     -37
23-05-2007 17:30:00.000     -37
23-05-2007 18:30:00.000     -37
23-05-2007 19:30:00.000     -40
23-05-2007 20:30:00.000     -45
23-05-2007 21:30:00.000     -49
23-05-2007 22:30:00.000     -40
23-05-2007 23:30:00.000     -45
24-05-2007 00:30:00.000     -47
24-05-2007 01:30:00.000     -40
24-05-2007 02:30:00.000     -40
24-05-2007 03:30:00.000     -39
24-05-2007 04:30:00.000     -41
24-05-2007 05:30:00.000     -41
24-05-2007 06:30:00.000     -38
24-05-2007 07:30:00.000     -32
24-05-2007 08:30:00.000     -21
24-05-2007 09:30:00.000     -19
24-05-2007 10:30:00.000     -21
24-05-2007 11:30:00.000     -21
24-05-2007 12:30:00.000     -18
24-05-2007 13:30:00.000     -20
24-05-2007 14:30:00.000     -22
24-05-2007 15:30:00.000     -27
24-05-2007 16:30:00.000     -26
24-05-2007 17:30:00.000     -23
24-05-2007 18:30:00.000     -30
24-05-2007 19:30:00.000     -32
24-05-2007 20:30:00.000     -35
24-05-2007 21:30:00.000     -35
24-05-2007 22:30:00.000     -39
24-05-2007 23:30:00.000     -36
25-05-2007 00:30:00.000     -30
25-05-2007 01:30:00.000     -25
25-05-2007 02:30:00.000     -25
25-05-2007 03:30:00.000     -25
25-05-2007 04:30:00.000     -28
25-05-2007 05:30:00.000     -29
25-05-2007 06:30:00.000     -32
25-05-2007 07:30:00.000     -30
25-05-2007 08:30:00.000     -27
25-05-2007 09:30:00.000     -23
25-05-2007 10:30:00.000     -19
25-05-2007 11:30:00.000     -21
25-05-2007 12:30:00.000     -28
25-05-2007 13:30:00.000     -27
25-05-2007 14:30:00.000     -24
25-05-2007 15:30:00.000     -21
25-05-2007 16:30:00.000     -26
25-05-2007 17:30:00.000     -28
25-05-2007 18:30:00.000     -34
25-05-2007 19:30:00.000     -34
25-05-2007 20:30:00.000     -29
25-05-2007 21:30:00.000     -26
25-05-2007 22:30:00.000     -24
25-05-2007 23:30:00.000     -21
26-05-2007 00:30:00.000     -19
26-05-2007 01:30:00.000     -21
26-05-2007 02:30:00.000     -23
26-05-2007 03:30:00.000     -24
26-05-2007 04:30:00.000     -25
26-05-2007 05:30:00.000     -31
26-05-2007 06:30:00.000     -22
26-05-2007 07:30:00.000     -22
26-05-2007 08:30:00.000     -17
26-05-2007 09:30:00.000     -11
26-05-2007 10:30:00.000     -20
26-05-2007 11:30:00.000     -24
26-05-2007 12:30:00.000     -18
26-05-2007 13:30:00.000     -25
26-05-2007 14:30:00.000     -28
26-05-2007 15:30:00.000     -28
26-05-2007 16:30:00.000     -29
26-05-2007 17:30:00.000     -27
26-05-2007 18:30:00.000     -29
26-05-2007 19:30:00.000     -28
26-05-2007 20:30:00.000     -26
26-05-2007 21:30:00.000     -26
26-05-2007 22:30:00.000     -23
26-05-2007 23:30:00.000     -22
27-05-2007 00:30:00.000     -20
27-05-2007 01:30:00.000     -18
27-05-2007 02:30:00.000     -19
27-05-2007 03:30:00.000     -15
27-05-2007 04:30:00.000     -17
27-05-2007 05:30:00.000     -19
27-05-2007 06:30:00.000     -17
27-05-2007 07:30:00.000     -15
27-05-2007 08:30:00.000     -15
27-05-2007 09:30:00.000     -12
27-05-2007 10:30:00.000     -14
27-05-2007 11:30:00.000     -15
27-05-2007 12:30:00.000     -11
27-05-2007 13:30:00.000     -12
27-05-2007 14:30:00.000     -16
27-05-2007 15:30:00.000     -18
27-05-2007 16:30:00.000     -19
27-05-2007 17:30:00.000     -19
27-05-2007 18:30:00.000     -21
27-05-2007 19:30:00.000     -20
27-05-2007 20:30:00.000     -19
27-05-2007 21:30:00.000     -19
27-05-2007 22:30:00.000     -21
27-05-2007 23:30:00.000     -20
28-05-2007 00:30:00.000     -16
28-05-2007 01:30:00.000     -18
28-05-2007 02:30:00.000     -20
28-05-2007 03:30:00.000     -21
28-05-2007 04:30:00.000     -20
28-05-2007 05:30:00.000     -20
28-05-2007 06:30:00.000     -21
28-05-2007 07:30:00.000     -17
28-05-2007 08:30:00.000     -14
28-05-2007 09:30:00.000     -16
28-05-2007 10:30:00.000     -19
28-05-2007 11:30:00.000     -20
28-05-2007 12:30:00.000     -20
28-05-2007 13:30:00.000     -23
28-05-2007 14:30:00.000     -24
28-05-2007 15:30:00.000     -23
28-05-2007 16:30:00.000     -21
28-05-2007 17:30:00.000     -20
28-05-2007 18:30:00.000     -19
28-05-2007 19:30:00.000     -17
28-05-2007 20:30:00.000     -16
28-05-2007 21:30:00.000     -17
28-05-2007 22:30:00.000     -16
28-05-2007 23:30:00.000     -15
29-05-2007 00:30:00.000     -11
29-05-2007 01:30:00.000     -11
29-05-2007 02:30:00.000     -10
29-05-2007 03:30:00.000      -8
29-05-2007 04:30:00.000      -8
29-05-2007 05:30:00.000      -8
29-05-2007 06:30:00.000      -8
29-05-2007 07:30:00.000      -6
29-05-2007 08:30:00.000      -7
29-05-2007 09:30:00.000      -9
29-05-2007 10:30:00.000      -8
29-05-2007 11:30:00.000      -6
29-05-2007 12:30:00.000      -7
29-05-2007 13:30:00.000     -10
29-05-2007 14:30:00.000     -11
29-05-2007 15:30:00.000     -11
29-05-2007 16:30:00.000      -9
29-05-2007 17:30:00.000      -8
29-05-2007 18:30:00.000      -7
29-05-2007 19:30:00.000      -8
29-05-2007 20:30:00.000     -10
29-05-2007 21:30:00.000     -13
29-05-2007 22:30:00.000     -12
29-05-2007 23:30:00.000     -11
30-05-2007 00:30:00.000     -10
30-05-2007 01:30:00.000     -10
30-05-2007 02:30:00.000     -11
30-05-2007 03:30:00.000     -12
30-05-2007 04:30:00.000     -11
30-05-2007 05:30:00.000     -10
30-05-2007 06:30:00.000      -9
30-05-2007 07:30:00.000      -6
30-05-2007 08:30:00.000      -2
30-05-2007 09:30:00.000      -2
30-05-2007 10:30:00.000      -4
30-05-2007 11:30:00.000      -5
30-05-2007 12:30:00.000      -6
30-05-2007 13:30:00.000      -6
30-05-2007 14:30:00.000      -6
30-05-2007 15:30:00.000      -3
30-05-2007 16:30:00.000      -2
30-05-2007 17:30:00.000      -2
30-05-2007 18:30:00.000      -3
30-05-2007 19:30:00.000      -5
30-05-2007 20:30:00.000      -6
30-05-2007 21:30:00.000     -10
30-05-2007 22:30:00.000     -12
30-05-2007 23:30:00.000     -10
31-05-2007 00:30:00.000      -5
31-05-2007 01:30:00.000      -4
31-05-2007 02:30:00.000      -4
31-05-2007 03:30:00.000      -5
31-05-2007 04:30:00.000      -5
31-05-2007 05:30:00.000      -7
31-05-2007 06:30:00.000      -5
31-05-2007 07:30:00.000      -2
31-05-2007 08:30:00.000       0
31-05-2007 09:30:00.000       1
31-05-2007 10:30:00.000       1
31-05-2007 11:30:00.000      -1
31-05-2007 12:30:00.000      -1
31-05-2007 13:30:00.000      -3
31-05-2007 14:30:00.000      -3
31-05-2007 15:30:00.000       0
31-05-2007 16:30:00.000       3
31-05-2007 17:30:00.000       4
31-05-2007 18:30:00.000       2
31-05-2007 19:30:00.000       0
31-05-2007 20:30:00.000       3
31-05-2007 21:30:00.000       5
31-05-2007 22:30:00.000       4
31-05-2007 23:30:00.000      -3
01-06-2007 00:30:00.000      -9
01-06-2007 01:30:00.000      -7
01-06-2007 02:30:00.000      -5
01-06-2007 03:30:00.000      -6
01-06-2007 04:30:00.000     -12
01-06-2007 05:30:00.000     -10
01-06-2007 06:30:00.000      -6
01-06-2007 07:30:00.000       1
01-06-2007 08:30:00.000       7
01-06-2007 09:30:00.000       4
01-06-2007 10:30:00.000       0
01-06-2007 11:30:00.000      -2
01-06-2007 12:30:00.000       0
01-06-2007 13:30:00.000      -2
01-06-2007 14:30:00.000      -3
01-06-2007 15:30:00.000       0
01-06-2007 16:30:00.000       2
01-06-2007 17:30:00.000       2
01-06-2007 18:30:00.000       0
01-06-2007 19:30:00.000       3
01-06-2007 20:30:00.000       8
01-06-2007 21:30:00.000       8
01-06-2007 22:30:00.000       8
01-06-2007 23:30:00.000       3
02-06-2007 00:30:00.000       4
02-06-2007 01:30:00.000       9
02-06-2007 02:30:00.000      11
02-06-2007 03:30:00.000       6
02-06-2007 04:30:00.000       3
02-06-2007 05:30:00.000       1
02-06-2007 06:30:00.000       8
02-06-2007 07:30:00.000      18
02-06-2007 08:30:00.000      15
02-06-2007 09:30:00.000       7
02-06-2007 10:30:00.000      15
02-06-2007 11:30:00.000      16
02-06-2007 12:30:00.000      18
02-06-2007 13:30:00.000      16
02-06-2007 14:30:00.000      18
02-06-2007 15:30:00.000      21
02-06-2007 16:30:00.000      19
02-06-2007 17:30:00.000       7
02-06-2007 18:30:00.000       4
02-06-2007 19:30:00.000       4
02-06-2007 20:30:00.000       5
02-06-2007 21:30:00.000       4
02-06-2007 22:30:00.000       2
02-06-2007 23:30:00.000       2
03-06-2007 00:30:00.000       2
03-06-2007 01:30:00.000       2
03-06-2007 02:30:00.000       3
03-06-2007 03:30:00.000       3
03-06-2007 04:30:00.000       4
03-06-2007 05:30:00.000       6
03-06-2007 06:30:00.000       4
03-06-2007 07:30:00.000       3
